GeneID,Symbol,Gene Name / Type
101928550,SMC2-DT,SMC2 divergent transcript
10592,SMC2,structural maintenance of chromosomes 2
105376194,LOC105376194,uncharacterized LOC105376194
105376195,LOC105376195,uncharacterized LOC105376195
138805,OR13F1,olfactory receptor family 13 subfamily F member 1
138804,OR13C4,olfactory receptor family 13 subfamily C member 4
138803,OR13C3,olfactory receptor family 13 subfamily C member 3
138802,OR13C8,olfactory receptor family 13 subfamily C member 8
138799,OR13C5,olfactory receptor family 13 subfamily C member 5
392376,OR13C2,olfactory receptor family 13 subfamily C member 2
286362,OR13C9,olfactory receptor family 13 subfamily C member 9
107987105,LOC107987105,uncharacterized LOC107987105
286365,OR13D1,olfactory receptor family 13 subfamily D member 1
25934,NIPSNAP3A,nipsnap homolog 3A
55335,NIPSNAP3B,nipsnap homolog 3B
19,ABCA1,ATP binding cassette subfamily A member 1
105376196,LOC105376196,uncharacterized LOC105376196
107987106,CT70,cancer/testis associated transcript 70
105376197,LOC105376197,uncharacterized LOC105376197
112268038,LOC112268038,uncharacterized LOC112268038
23446,SLC44A1,solute carrier family 44 member 1
83856,FSD1L,fibronectin type III and SPRY domain containing 1 like
26134,RALGAPA1P1,RALGAPA1 pseudogene 1
105376199,FKTN-AS1,FKTN antisense RNA 1
2218,FKTN,fukutin
6887,TAL2,TAL bHLH transcription factor 2
55151,TMEM38B,transmembrane protein 38B
107987107,LOC107987107,uncharacterized LOC107987107
107987108,LOC107987108,uncharacterized LOC107987108
107987109,LOC107987109,uncharacterized LOC107987109
105376201,NA,NA
102465995,MIR8081,microRNA 8081
100996590,LINC01505,long intergenic non-protein coding RNA 1505
105376204,LOC105376204,uncharacterized LOC105376204
58499,ZNF462,zinc finger protein 462
340512,LOC340512,uncharacterized LOC340512
107987110,LOC107987110,uncharacterized LOC107987110
112268052,NA,NA
5887,RAD23B,RAD23 nucleotide excision repair protein B
107987111,LOC107987111,uncharacterized LOC107987111
101928720,LINC01509,long intergenic non-protein coding RNA 1509
9314,KLF4,KLF transcription factor 4
112268053,NA,NA
105376206,LOC105376206,uncharacterized LOC105376206
105376205,LOC105376205,uncharacterized LOC105376205
105376207,LOC105376207,uncharacterized LOC105376207
105376208,LOC105376208,uncharacterized LOC105376208
105376209,LOC105376209,uncharacterized LOC105376209
105376211,NA,NA
107987112,LOC107987112,uncharacterized LOC107987112
105376214,LOC105376214,uncharacterized LOC105376214
105376213,LOC105376213,uncharacterized LOC105376213
105376212,LOC105376212,uncharacterized LOC105376212
10880,ACTL7B,actin like 7B
10881,ACTL7A,actin like 7A
8518,ELP1,elongator acetyltransferase complex subunit 1
54942,ABITRAM,actin binding transcription modulator
8727,CTNNAL1,catenin alpha like 1
105376216,LOC105376216,uncharacterized LOC105376216
23731,TMEM245,transmembrane protein 245
407036,MIR32,microRNA 32
23732,FRRS1L,ferric chelate reductase 1 like
54566,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B
107987113,NA,NA
5774,PTPN3,protein tyrosine phosphatase non-receptor type 3
100500898,MIR3927,microRNA 3927
445815,PALM2AKAP2,PALM2 and AKAP2 fusion
107987013,PALM2AKAP2-AS1,PALM2AKAP2 antisense RNA 1
105376217,LOC105376217,uncharacterized LOC105376217
100189025,TRR-TCG6-1,tRNA-Arg (anticodon TCG) 6-1
401546,C9orf152,chromosome 9 open reading frame 152
7295,TXN,thioredoxin
107987114,LOC107987114,uncharacterized LOC107987114
255220,TXNDC8,thioredoxin domain containing 8
79987,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
105376218,LOC105376218,uncharacterized LOC105376218
4593,MUSK,muscle associated receptor tyrosine kinase
107987115,LOC107987115,uncharacterized LOC107987115
1902,LPAR1,lysophosphatidic acid receptor 1
105376219,LOC105376219,uncharacterized LOC105376219
102465800,MIR7702,microRNA 7702
26248,OR2K2,olfactory receptor family 2 subfamily K member 2
23392,ECPAS,Ecm29 proteasome adaptor and scaffold
158399,ZNF483,zinc finger protein 483
22949,PTGR1,prostaglandin reductase 1
652972,LRRC37A5P,"leucine rich repeat containing 37 member A5, pseudogene"
107987116,LOC107987116,uncharacterized LOC107987116
552891,DNAJC25-GNG10,DNAJC25-GNG10 readthrough
548645,DNAJC25,DnaJ heat shock protein family (Hsp40) member C25
2790,GNG10,G protein subunit gamma 10
158401,SHOC1,shortage in chiasmata 1
7357,UGCG,UDP-glucose ceramide glucosyltransferase
100616114,MIR4668,microRNA 4668
105376220,LINC02977,long intergenic non-protein coding RNA 2977
64420,SUSD1,sushi domain containing 1
9991,PTBP3,polypyrimidine tract binding protein 3
84263,HSDL2,hydroxysteroid dehydrogenase like 2
100133204,HSDL2-AS1,HSDL2 antisense RNA 1
158405,KIAA1958,KIAA1958
58493,INIP,INTS3 and NABP interacting protein
107987117,NA,NA
401548,SNX30,sorting nexin family member 30
107987118,NA,NA
57864,SLC46A2,solute carrier family 46 member 2
112268054,NA,NA
169834,ZNF883,zinc finger protein 883
7539,ZFP37,ZFP37 zinc finger protein
100128385,FAM225B,family with sequence similarity 225 member B
286333,FAM225A,family with sequence similarity 225 member A
1318,SLC31A2,solute carrier family 31 member 2
23307,FKBP15,FKBP prolyl isomerase family member 15
1317,SLC31A1,solute carrier family 31 member 1
107987119,LOC107987119,uncharacterized LOC107987119
246184,CDC26,cell division cycle 26
9128,PRPF4,pre-mRNA splicing tri-snRNP complex factor PRPF4
138065,RNF183,ring finger protein 183
114987,WDR31,WD repeat domain 31
54836,BSPRY,B-box and SPRY domain containing
81932,HDHD3,haloacid dehalogenase like hydrolase domain containing 3
210,ALAD,aminolevulinate dehydratase
54107,POLE3,"DNA polymerase epsilon 3, accessory subunit"
257169,C9orf43,chromosome 9 open reading frame 43
5998,RGS3,regulator of G protein signaling 3
105376222,LOC105376222,uncharacterized LOC105376222
105376223,LOC105376223,uncharacterized LOC105376223
114991,ZNF618,zinc finger protein 618
259,AMBP,alpha-1-microglobulin/bikunin precursor
107987120,LOC107987120,uncharacterized LOC107987120
113220,KIF12,kinesin family member 12
105376225,LOC105376225,uncharacterized LOC105376225
85301,COL27A1,collagen type XXVII alpha 1 chain
619556,MIR455,microRNA 455
105376224,LOC105376224,uncharacterized LOC105376224
5004,ORM1,orosomucoid 1
5005,ORM2,orosomucoid 2
80709,AKNA,AT-hook transcription factor
25861,WHRN,whirlin
105376228,NA,NA
105376229,LOC105376229,uncharacterized LOC105376229
9550,ATP6V1G1,ATPase H+ transporting V1 subunit G1
203197,TMEM268,transmembrane protein 268
105376230,TEX53,testis expressed 53
107987121,LOC107987121,uncharacterized LOC107987121
100505478,TEX48,testis expressed 48
105376231,LOC105376231,uncharacterized LOC105376231
9966,TNFSF15,TNF superfamily member 15
944,TNFSF8,TNF superfamily member 8
3371,TNC,tenascin C
101928748,LOC101928748,uncharacterized LOC101928748
50514,DELEC1,deleted in esophageal cancer 1
105376233,LOC105376233,uncharacterized LOC105376233
105376232,LOC105376232,uncharacterized LOC105376232
105376235,LOC105376235,uncharacterized LOC105376235
101928775,LOC101928775,uncharacterized LOC101928775
105376234,LOC105376234,uncharacterized LOC105376234
58483,LINC00474,long intergenic non-protein coding RNA 474
105376236,LOC105376236,uncharacterized LOC105376236
5069,PAPPA,pappalysin 1
105376241,NA,NA
493913,PAPPA-AS1,PAPPA antisense RNA 1
23245,ASTN2,astrotactin 2
100128505,ASTN2-AS1,ASTN2 antisense RNA 1
107987014,LOC107987014,uncharacterized LOC107987014
107987015,NA,NA
105376240,LOC105376240,uncharacterized LOC105376240
22954,TRIM32,tripartite motif containing 32
105376239,LOC105376239,uncharacterized LOC105376239
105376238,LOC105376238,uncharacterized LOC105376238
100124538,SNORA70C,"small nucleolar RNA, H/ACA box 70C"
105376237,LOC105376237,uncharacterized LOC105376237
105376242,LOC105376242,uncharacterized LOC105376242
101928797,LOC101928797,uncharacterized LOC101928797
7099,TLR4,toll like receptor 4
105376244,LOC105376244,uncharacterized LOC105376244
105376243,LOC105376243,uncharacterized LOC105376243
105376246,LOC105376246,uncharacterized LOC105376246
105376247,LOC105376247,uncharacterized LOC105376247
105376248,LOC105376248,uncharacterized LOC105376248
105376249,LOC105376249,uncharacterized LOC105376249
102724929,LOC102724929,uncharacterized LOC102724929
111216287,LINC02578,long intergenic non-protein coding RNA 2578
107987035,TUBB4BP6,TUBB4B pseudogene 6
101928849,LOC101928849,uncharacterized LOC101928849
1620,BRINP1,BMP/retinoic acid inducible neural specific 1
105376250,LOC105376250,uncharacterized LOC105376250
107987122,LOC107987122,uncharacterized LOC107987122
106146149,LINC01613,long intergenic non-protein coding RNA 1613
107987123,LOC107987123,uncharacterized LOC107987123
107987124,NA,NA
406939,MIR147A,microRNA 147a
105376253,LOC105376253,uncharacterized LOC105376253
55755,CDK5RAP2,CDK5 regulatory subunit associated protein 2
1955,MEGF9,multiple EGF like domains 9
26190,FBXW2,F-box and WD repeat domain containing 2
100288842,B3GALT9,"beta-1,3-galactosyltransferase 9"
5711,PSMD5,"proteasome 26S subunit, non-ATPase 5"
253039,CUTALP,"cutA divalent cation tolerance like, pseudogene"
26147,PHF19,PHD finger protein 19
7185,TRAF1,TNF receptor associated factor 1
110599590,C5-OT1,C5 3' UTR overlapping transcript 1
727,C5,complement C5
11064,CNTRL,centriolin
51552,RAB14,"RAB14, member RAS oncogene family"
2934,GSN,gelsolin
57000,GSN-AS1,GSN antisense RNA 1
2040,STOM,stomatin
102723324,LOC102723324,uncharacterized LOC102723324
2681,GGTA1,glycoprotein alpha-galactosyltransferase 1 (inactive)
107987016,LOC107987016,uncharacterized LOC107987016
153090,DAB2IP,DAB2 interacting protein
105376257,LOC105376257,uncharacterized LOC105376257
107987125,LOC107987125,uncharacterized LOC107987125
158135,TTLL11,tubulin tyrosine ligase like 11
100616312,MIR4478,microRNA 4478
4702,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8
254956,MORN5,MORN repeat containing 5
26468,LHX6,LIM homeobox 6
92400,RBM18,RNA binding motif protein 18
92399,MRRF,mitochondrial ribosome recycling factor
5742,PTGS1,prostaglandin-endoperoxide synthase 1
26740,OR1J2,olfactory receptor family 1 subfamily J member 2
347168,OR1J1,olfactory receptor family 1 subfamily J member 1
26219,OR1J4,olfactory receptor family 1 subfamily J member 4
138883,OR1N1,olfactory receptor family 1 subfamily N member 1
138881,OR1L8,olfactory receptor family 1 subfamily L member 8
138882,OR1N2,olfactory receptor family 1 subfamily N member 2
347169,OR1B1,olfactory receptor family 1 subfamily B member 1
158131,OR1Q1,olfactory receptor family 1 subfamily Q member 1
26737,OR1L1,olfactory receptor family 1 subfamily L member 1
26735,OR1L3,olfactory receptor family 1 subfamily L member 3
254973,OR1L4,olfactory receptor family 1 subfamily L member 4
392390,OR1L6,olfactory receptor family 1 subfamily L member 6
392391,OR5C1,olfactory receptor family 5 subfamily C member 1
392392,OR1K1,olfactory receptor family 1 subfamily K member 1
5082,PDCL,phosducin like
54542,RC3H2,ring finger and CCCH-type domains 2
692206,SNORD90,"small nucleolar RNA, C/D box 90"
10773,ZBTB6,zinc finger and BTB domain containing 6
57684,ZBTB26,zinc finger and BTB domain containing 26
23637,RABGAP1,RAB GTPase activating protein 1
105379839,LOC105379839,uncharacterized LOC105379839
2844,GPR21,G protein-coupled receptor 21
55342,STRBP,spermatid perinuclear RNA binding protein
81571,MIR600HG,MIR600 host gene
693185,MIR600,microRNA 600
105376265,LOC105376265,uncharacterized LOC105376265
286204,CRB2,crumbs cell polarity complex component 2
57706,DENND1A,DENN domain containing 1A
693186,MIR601,microRNA 601
102465688,MIR7150,microRNA 7150
105376266,LOC105376266,uncharacterized LOC105376266
105376267,LOC105376267,uncharacterized LOC105376267
100505588,LHX2-AS1,LHX2 antisense RNA 1
9355,LHX2,LIM homeobox 2
107987037,LOC107987037,uncharacterized LOC107987037
10783,NEK6,NIMA related kinase 6
613206,LOC613206,uncharacterized LOC613206
105376269,NA,NA
5695,PSMB7,proteasome 20S subunit beta 7
100129034,LOC100129034,uncharacterized LOC100129034
105376270,LOC105376270,uncharacterized LOC105376270
347088,ADGRD2,adhesion G protein-coupled receptor D2
2516,NR5A1,nuclear receptor subfamily 5 group A member 1
2649,NR6A1,nuclear receptor subfamily 6 group A member 1
100379345,MIR181A2HG,MIR181A2 host gene
406954,MIR181A2,microRNA 181a-2
406956,MIR181B2,microRNA 181b-2
107987126,LOC107987126,uncharacterized LOC107987126
169611,OLFML2A,olfactomedin like 2A
401551,WDR38,WD repeat domain 38
11224,RPL35,ribosomal protein L35
81873,ARPC5L,actin related protein 2/3 complex subunit 5 like
2800,GOLGA1,golgin A1
286205,SCAI,suppressor of cancer cell invasion
5537,PPP6C,protein phosphatase 6 catalytic subunit
105376271,LOC105376271,uncharacterized LOC105376271
10244,RABEPK,Rab9 effector protein with kelch motifs
3309,HSPA5,heat shock protein family A (Hsp70) member 5
107987127,HSPA5-DT,HSPA5 divergent transcript
26130,GAPVD1,GTPase activating protein and VPS9 domains 1
101929014,LOC101929014,uncharacterized LOC101929014
112268055,LOC112268055,uncharacterized LOC112268055
79109,MAPKAP1,MAPK associated protein 1
102723468,NA,NA
105376272,LOC105376272,uncharacterized LOC105376272
107987128,NA,NA
51145,PBX3-DT,PBX3 divergent transcript
5090,PBX3,PBX homeobox 3
107984127,NA,NA
105376273,LOC105376273,uncharacterized LOC105376273
105376274,LOC105376274,uncharacterized LOC105376274
105376275,LOC105376275,uncharacterized LOC105376275
101929116,LOC101929116,uncharacterized LOC101929116
89853,MVB12B,multivesicular body subunit 12B
641373,NRON,non-coding repressor of NFAT
105376276,LOC105376276,uncharacterized LOC105376276
105376277,LMX1B-DT,LMX1B divergent transcript
4010,LMX1B,LIM homeobox transcription factor 1 beta
107987129,LOC107987129,uncharacterized LOC107987129
23099,ZBTB43,zinc finger and BTB domain containing 43
403341,ZBTB34,zinc finger and BTB domain containing 34
9649,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1
105376279,LOC105376279,uncharacterized LOC105376279
23452,ANGPTL2,angiopoietin like 2
105376278,LOC105376278,uncharacterized LOC105376278
84253,GARNL3,GTPase activating Rap/RanGAP domain like 3
112268056,NA,NA
29988,SLC2A8,solute carrier family 2 member 8
7633,ZNF79,zinc finger protein 79
6136,RPL12,ribosomal protein L12
26783,SNORA65,"small nucleolar RNA, H/ACA box 65"
90678,LRSAM1,leucine rich repeat and sterile alpha motif containing 1
64855,NIBAN2,niban apoptosis regulator 2
105376281,LOC105376281,uncharacterized LOC105376281
6812,STXBP1,syntaxin binding protein 1
100500872,MIR3911,microRNA 3911
138428,PTRH1,peptidyl-tRNA hydrolase 1 homolog
286207,CFAP157,cilia and flagella associated protein 157
158248,TTC16,tetratricopeptide repeat domain 16
27433,TOR2A,torsin family 2 member A
10044,SH2D3C,SH2 domain containing 3C
107987132,LOC107987132,uncharacterized LOC107987132
100616250,MIR3960,microRNA 3960
100422910,MIR2861,microRNA 2861
1025,CDK9,cyclin dependent kinase 9
2356,FPGS,folylpolyglutamate synthase
2022,ENG,endoglin
102723566,LOC102723566,uncharacterized LOC102723566
105379841,LOC105379841,uncharacterized LOC105379841
203,AK1,adenylate kinase 1
100616429,MIR4672,microRNA 4672
30815,ST6GALNAC6,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6"
27090,ST6GALNAC4,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
138429,PIP5KL1,phosphatidylinositol-4-phosphate 5-kinase like 1
8818,DPM2,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory"
399665,EEIG1,estrogen-induced osteoclastogenesis regulator 1
203245,NAIF1,nuclear apoptosis inducing factor 1
114789,SLC25A25,solute carrier family 25 member 25
100289019,SLC25A25-AS1,SLC25A25 antisense RNA 1
80142,PTGES2,prostaglandin E synthase 2
389791,PTGES2-DT,PTGES2 divergent transcript
3934,LCN2,lipocalin 2
79095,BBLN,bublin coiled coil protein
25792,CIZ1,CDKN1A interacting zinc finger protein 1
1759,DNM1,dynamin 1
406978,MIR199B,microRNA 199b
100422893,MIR3154,microRNA 3154
2801,GOLGA2,golgin A2
375757,SWI5,SWI5 homologous recombination repair protein
26995,TRUB2,TruB pseudouridine synthase family member 2
105376286,LOC105376286,uncharacterized LOC105376286
51117,COQ4,coenzyme Q4
100189109,TRR-TCT3-1,tRNA-Arg (anticodon TCT) 3-1
10999,SLC27A4,solute carrier family 27 member 4
81605,URM1,ubiquitin related modifier 1
407003,MIR219A2,microRNA 219a-2
100616335,MIR219B,microRNA 219b
51148,CERCAM,cerebral endothelial cell adhesion molecule
4957,ODF2,outer dense fiber of sperm tails 2
2733,GLE1,GLE1 RNA export mediator
101929270,LOC101929270,uncharacterized LOC101929270
6709,SPTAN1,"spectrin alpha, non-erythrocytic 1"
89891,DYNC2I2,dynein 2 intermediate chain 2
105376287,NA,NA
6418,SET,SET nuclear proto-oncogene
29941,PKN3,protein kinase N3
84885,ZDHHC12,zDHHC palmitoyltransferase 12
100506100,ZDHHC12-DT,ZDHHC12 divergent transcript
10444,ZER1,zyg-11 related cell cycle regulator
54662,TBC1D13,TBC1 domain family member 13
2021,ENDOG,endonuclease G
51490,SPOUT1,SPOUT domain containing methyltransferase 1
883,KYAT1,kynurenine aminotransferase 1
56262,LRRC8A,leucine rich repeat containing 8 VRAC subunit A
101929291,LOC101929291,uncharacterized LOC101929291
254295,PHYHD1,phytanoyl-CoA dioxygenase domain containing 1
22845,DOLK,dolichol kinase
23511,NUP188,nucleoporin 188
101929314,LOC101929314,uncharacterized LOC101929314
56904,SH3GLB2,"SH3 domain containing GRB2 like, endophilin B2"
84895,MIGA2,mitoguardin 2
57171,DOLPP1,dolichyldiphosphatase 1
1384,CRAT,carnitine O-acetyltransferase
5524,PTPA,protein phosphatase 2 phosphatase activator
389792,IER5L,immediate early response 5 like
105376289,LOC105376289,uncharacterized LOC105376289
105376290,IER5L-AS1,IER5L antisense RNA 1
101929331,LINC02975,long intergenic non-protein coding RNA 2975
107987133,LOC107987133,uncharacterized LOC107987133
414318,LINC02913,long intergenic non-protein coding RNA 2913
100506119,LINC01503,long intergenic non-protein coding RNA 1503
107987038,LOC107987038,uncharacterized LOC107987038
105376291,LOC105376291,uncharacterized LOC105376291
100506190,LINC00963,long intergenic non-protein coding RNA 963
105376292,LOC105376292,uncharacterized LOC105376292
28989,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1
375759,C9orf50,chromosome 9 open reading frame 50
140459,ASB6,ankyrin repeat and SOCS box containing 6
51450,PRRX2,paired related homeobox 2
101929437,PRRX2-AS1,PRRX2 antisense RNA 1
9536,PTGES,prostaglandin E synthase
27348,TOR1B,torsin family 1 member B
1861,TOR1A,torsin family 1 member A
51759,C9orf78,chromosome 9 open reading frame 78
10868,USP20,ubiquitin specific peptidase 20
102466750,MIR6855,microRNA 6855
23048,FNBP1,formin binding protein 1
57720,GPR107,G protein-coupled receptor 107
401554,GPRACR,GPR107 adjacent cis regulating lncRNA
23413,NCS1,neuronal calcium sensor 1
113219459,MIR12126,microRNA 12126
256158,HMCN2,hemicentin 2
107987134,LOC107987134,uncharacterized LOC107987134
445,ASS1,argininosuccinate synthase 1
105376294,NA,NA
